BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,SPEED,THROTTLE_POS,class
97.85473254,108.7156635,5081.987529,54.96590877,54.4450175,68.24892588,0.61970116,1
96.73129996,108.4469194,4090.623251,47.63768452,51.14098846,15.57014475,0.85720833,1
100,82,1795,35,8.74,52,0.251,0
96.3715591,103.8892144,4878.386837,26.8801423,62.57166778,59.09185195,0.62517469,1
99,84,1421,31,12.68,51,0.302,0
100,85,2693,73,40.72,39,0.392,0
96.74613787,103.4242059,4361.876018,32.29138249,59.32569923,61.51597683,0.741785917,1
100,82,778,33,4.37,37,0.208,0
97.77141719,109.4507815,5021.692485,57.16175334,65.26628867,14.16868696,0.898581156,1
100,88,1593,48,18.24,53,0.329,0
97.73306556,103.4930039,5444.612324,25.279473,67.73709633,64.38776164,0.84749227,1
100,83,794,30,3.8,22,0.204,0
99,83,807,98,5.03,26,0.259,0
99,85,2158,67,8.88,24,0.255,0
101,82,1943,45,11.02,52,0.298,0
100,83,1739,19,31.26,44,0.51,0
99,82,1273,52,12.6,34,0.31,0
95.54841594,102.3588397,5031.586399,30.13637974,68.10715167,41.50643134,0.610781726,1
95.127745,102.161296,4691.59651,38.51351906,64.77794898,56.61750133,0.807503653,1
97.07466045,108.4915415,5290.270554,29.52489102,58.76693304,23.00313531,0.686789135,1
96.29139813,103.7945309,4869.051497,44.78455694,60.87965752,28.80790401,0.926967933,1
96.01972686,101.9616118,3948.386487,65.01169885,54.46658494,15.34098251,0.813879521,1
97.37738831,101.8711189,5324.29309,37.68223695,67.40347426,40.85091485,0.866735863,1
96.86586852,104.4313988,4431.908239,62.65168244,61.07274407,51.12725023,0.739162629,1
96.12299049,104.6185489,5119.892685,55.84478573,57.06695057,64.32327072,0.917745703,1
97.82732189,109.1066973,4594.400619,31.29448081,67.83592477,26.53407692,0.69054156,1
95.47363788,100.1489062,3901.339316,38.72282384,64.25286015,68.56807446,0.818282749,1
100,87,2122,27,8.01,21,0.259,0
101,87,1535,40,10.58,45,0.29,0
100,95,2094,20,15.1,44,0.322,0
95.25413225,102.2428916,5409.024302,50.47331501,52.16778404,52.83508252,0.611466249,1
101,85,803,57,4.09,3,0.204,0
100,84,1784,46,5.16,19,0.227,0
100,82,1495,57,9.05,54,0.275,0
95.96975173,105.4552771,4767.09361,25.43100465,52.05375181,19.55906592,0.634746902,1
100,84,1338,98,23,40,0.573,0
99,83,822,34,5.51,4,0.224,0
100,89,1822,19,5.42,48,0.235,0
100,83,806,32,17.5,0,0.204,0
100,96,1790,32,19.43,44,0.333,0
99,88,1737,37,8.65,53,0.271,0
97.87964866,106.5828102,4456.285533,36.21693961,52.34755601,28.47754018,0.70971846,1
96.60869808,109.5030466,5432.482812,43.80357623,61.59373315,37.59603558,0.819989464,1
96.75050449,103.9862641,5156.968792,63.20540448,64.45948303,48.66736315,0.672452758,1
100,89,1689,21,11.83,23,0.298,0
99,82,1832,20,5.18,52,0.231,0
96.47767228,100.7062256,5083.391995,51.26893797,64.62282687,47.19888167,0.620647188,1
100,82,1588,20,3.92,21,0.212,0
99,84,1310,43,13.82,40,0.31,0
99,83,1413,53,11.62,44,0.298,0
100,89,799,36,4.38,27,0.204,0
99,77,1425,78,20.84,35,0.341,0
99,85,2618,52,21.68,55,0.337,0
97.67890383,108.7349975,4399.473003,34.16199168,59.8720273,31.57437695,0.726670874,1
98,93,1031,33,2.6,19,0.192,0
100,89,2066,18,17.62,40,0.322,0
100,83,812,34,4.54,0,0.208,0
97.72368243,104.9935465,5386.112042,54.9421861,55.52356143,48.11604236,0.834090036,1
96.32751874,103.1000343,5094.964818,25.46490129,65.85658934,26.16195386,0.932804775,1
96.00906096,108.2212443,4780.41447,58.01187382,65.87302712,29.06692445,0.75450069,1
96.86051092,106.3155088,4902.136239,54.06468059,63.39250321,20.88742244,0.633326648,1
99,82,1624,26,7.27,48,0.259,0
99,83,2027,46,15.58,62,0.318,0
100,82,1557,20,10.17,44,0.29,0
100,82,1790,63,5.03,31,0.235,0
101,89,2068,46,24.38,47,0.349,0
101,92,2101,39,15.12,38,0.314,0
96.55288507,109.3917339,4284.431226,49.51090674,67.75502398,65.85178607,0.922340185,1
96.17892688,100.7812861,3732.702875,48.51661752,52.41786565,39.19946369,0.864298842,1
97.79858345,109.8610349,4310.620792,55.51425319,58.84406117,45.83369472,0.600625689,1
99,93,1988,35,5.72,44,0.235,0
96.22437232,103.401744,4380.770944,43.30052333,60.99682435,51.07129799,0.813282772,1
97.7312267,108.3799808,4023.804123,51.3612163,57.47590027,68.60538861,0.925983727,1
101,80,2128,19,30.35,39,0.369,0
100,88,796,34,4.51,0,0.208,0
95.10682255,106.151089,4907.444661,26.01609024,63.80121409,58.94239568,0.743310172,1
100,82,2151,20,18.89,44,0.325,0
95.5932595,104.3459189,3553.136931,27.68988489,64.87207069,27.94762099,0.66478234,1
100,84,1693,81,21.1,38,0.337,0
100,82,1549,20,11.13,44,0.294,0
97.59573903,101.9872443,5408.199852,54.16902415,51.42840016,59.94671777,0.928810424,1
99,98,794,33,4.15,0,0.2,0
100,83,1591,31,9.68,61,0.282,0
95.29836097,102.1989009,5327.61752,26.92945785,63.62918479,38.2108672,0.851185007,1
97.51693689,106.0348602,3781.1039,27.99805505,57.0462031,12.75212823,0.804164931,1
100,83,2359,19,9.12,45,0.278,0
100,84,1743,21,4.47,39,0.212,0
97.05114844,103.2644808,3740.897459,65.55151088,61.60730668,12.31204563,0.788313663,1
95.03981658,100.4777559,4332.916182,60.7736557,51.05514257,13.10212813,0.695557664,1
101,83,843,38,5.1,0,0.22,0
100,83,1503,20,4.02,42,0.212,0
101,89,1647,59,4.22,31,0.235,0
100,88,1057,31,2.79,28,0.184,0
99,81,2159,20,17.1,47,0.322,0
97.39293952,103.1413945,4043.491521,46.30949573,57.20640487,39.54727944,0.666574208,1
95.3664641,106.5120804,4742.893441,68.58937466,57.6654441,49.64623959,0.726475713,1
96.23301696,101.6794283,3676.795693,23.95509946,61.50927268,48.76809059,0.744777715,1
96.81523154,105.8812021,3920.685069,44.64659396,64.95468907,42.66527665,0.637212967,1
97.28790979,105.5045337,4273.690083,28.70832816,56.77339075,52.43037066,0.660823637,1
96.11357231,107.7579939,4958.148232,36.82004139,55.79123552,11.67011803,0.601430597,1
99,83,796,88,4.71,8,0.212,0
99,83,1665,81,24.01,55,0.357,0
96.16895743,100.845249,3643.952923,39.77541362,56.94298926,11.41704464,0.853482735,1
97.19041372,103.5359254,5024.345182,60.74242469,62.23716834,28.88702095,0.860539823,1
100,84,1970,85,32.77,35,0.392,0
100,83,2539,44,8.2,52,0.251,0
101,88,808,38,3.87,9,0.2,0
101,91,794,46,4.07,2,0.204,0
101,83,824,31,4.44,45,0.204,0
98,87,1836,40,6.3,54,0.275,0
97.22238828,107.514611,4807.671427,67.04968157,52.43099022,29.36584545,0.618392002,1
99,90,2402,76,6.45,40,0.243,0
100,85,1490,72,17.26,45,0.325,0
100,84,809,33,3.85,0,0.2,0
96.44100383,108.9610071,5130.6346,26.67015112,50.56230182,35.91440271,0.640218542,1
96.92873773,109.5657753,4167.470481,36.43790327,55.65404747,60.95365308,0.695705044,1
100,84,2177,30,18.8,50,0.329,0
100,86,1694,65,11.36,30,0.298,0
100,82,1100,30,24.52,17,0.188,0
100,86,1626,18,16.63,60,0.31,0
98,97,793,31,4.08,0,0.2,0
101,94,790,32,3.91,16,0.2,0
101,100,802,32,4.49,0,0.208,0
100,82,1570,21,4.1,43,0.22,0
100,87,2384,42,26.41,47,0.353,0
100,92,1679,24,4.46,50,0.231,0
95.71656804,103.9832388,4231.989849,61.58812279,52.15139724,43.65868696,0.601005146,1
96.79284401,104.3538788,4392.216315,39.27014471,55.32213231,19.4793544,0.602641273,1
97.91637377,104.9619329,4199.143606,46.14137086,52.76655594,34.82072237,0.779794955,1
100,84,1780,35,22.55,51,0.314,0
97.56004726,101.5422794,3945.253817,49.92960109,52.86335205,60.91086072,0.904837239,1
99,84,1323,20,3.67,33,0.204,0
100,84,1585,18,10.86,57,0.29,0
97.51643395,107.7112306,4508.742385,62.62483352,50.14857178,50.32651201,0.649345012,1
95.22734622,109.9562713,4392.978905,62.72827266,67.50185563,41.06401512,0.723956152,1
99,84,1142,36,12.96,24,0.31,0
100,84,1617,32,4.09,38,0.208,0
101,91,611,75,9.72,31,0.451,0
100,84,791,32,3.86,14,0.2,0
95.00375954,104.9402084,3635.376125,26.82587644,62.29211258,27.71810188,0.822354662,1
100,92,799,33,4.3,0,0.204,0
100,86,2546,20,7.26,33,0.263,0
100,84,788,36,4.38,0,0.212,0
100,83,2104,39,5.81,27,0.239,0
99,84,1667,36,10.26,50,0.286,0
97.44186877,103.2470212,4548.603795,59.29758393,64.97597034,11.42822245,0.688058129,1
96.13186707,102.031163,3877.575538,54.79775934,54.15620537,67.23367604,0.906562342,1
100,91,1762,19,15.34,65,0.314,0
100,83,1614,74,17.77,46,0.329,0
96.52562975,109.1827585,5311.033859,27.48222322,69.77589469,48.86340537,0.694554926,1
100,92,2314,49,20.08,18,0.333,0
100,87,785,34,4.28,0,0.204,0
99,86,1727,38,11.65,52,0.298,0
97.5903545,103.2870697,3747.920667,29.53379653,67.30087315,24.97722925,0.749610192,1
96.05797734,104.1557614,3743.985591,34.54167638,59.44132007,67.29578516,0.619533421,1
96.60192509,107.4339394,3816.31514,28.02476759,55.04019527,53.00266128,0.899319782,1
99,92,1830,48,16.29,58,0.322,0
96.18262811,108.8574363,3981.852602,63.13274084,66.753211,41.07961227,0.774310302,1
100,83,1329,47,3.62,39,0.208,0
97.57693669,102.4369934,3873.76563,61.90347808,58.92100981,52.55582236,0.748823358,1
95.74927396,109.3574406,3930.498617,48.21298024,56.75404379,34.37763552,0.637072412,1
99,84,1182,97,2.82,24,0.188,0
99,82,2547,18,7.29,49,0.282,0
95.70983739,106.0811464,3745.78417,67.17217074,58.59815359,55.41206737,0.760438109,1
96.87427138,107.6445018,4886.756774,51.57539308,58.70037144,12.33304339,0.818255358,1
95.45817728,108.2288963,3750.321275,67.59070998,53.35324462,65.16159607,0.776331988,1
100,84,798,29,3.89,2,0.204,0
97.91801919,105.291271,5274.694087,67.48672233,58.16681859,23.88286906,0.694556898,1
95.68154085,109.4567423,5148.812537,45.3052382,54.56582883,11.87082268,0.903064338,1
100,81,2368,68,31.06,54,0.365,0
96.93967435,100.225104,4590.550331,37.43853966,65.8888014,52.98342132,0.81580811,1
100,83,788,33,4.11,0,0.204,0
100,85,1675,39,15.44,54,0.318,0
101,89,2463,47,13.58,41,0.322,0
101,93,1405,49,13.54,18,0.314,0
97.10806403,105.7206478,5210.816768,39.60673065,56.68216408,26.64072757,0.78034162,1
101,87,1799,19,22.42,66,0.345,0
95.26928081,103.3821542,4598.420026,55.80050468,69.33178086,56.20751715,0.697694132,1
100,92,2386,78,37.17,47,0.388,0
99,83,1920,19,5.06,39,0.231,0
101,85,792,33,4.18,0,0.204,0
100,83,1698,50,13.83,50,0.31,0
97.20012223,102.8869612,4168.508733,34.90099612,64.10964338,69.92560696,0.802071051,1
100,88,2079,60,23.42,64,0.345,0
100,92,1601,27,15.48,27,0.314,0
100,82,800,44,5.34,0,0.231,0
95.01600497,100.4707156,4671.070878,58.85799878,57.92960826,17.14900811,0.78493346,1
95.44382113,107.7048087,4116.349461,55.57670385,67.59010115,68.34360175,0.639619935,1
95.88026056,105.6955746,4388.890185,61.68995657,54.86302501,38.85694632,0.833533793,1
97.30869632,105.8963127,4212.212293,46.05503202,60.85100618,34.07080464,0.680655061,1
97.17513605,109.1362373,4008.240478,52.42882972,65.76549255,44.43435987,0.763954028,1
95.63668425,109.8671641,3756.029439,27.48301658,63.87331985,42.98981227,0.633509104,1
95.86186393,108.4788831,4373.37145,62.33491588,58.81681598,53.02013661,0.869780312,1
100,83,1554,47,10.99,56,0.294,0
100,84,792,31,4.04,0,0.204,0
99,93,2269,65,27.28,37,0.353,0
100,90,819,33,4.63,0,0.212,0
100,85,1239,77,17.17,29,0.337,0
95.56535723,100.8245268,5339.102751,64.25762093,63.54602232,45.93281297,0.76495278,1
100,82,1570,18,10.92,48,0.298,0
100,95,853,31,4.09,35,0.2,0
100,84,1714,20,4.58,37,0.22,0
100,87,1216,50,10.64,17,0.294,0
100,84,1979,20,5.32,68,0.235,0
95.52396437,106.6922763,5019.347593,23.09983688,67.0243664,30.80757438,0.672656824,1
98,95,1622,79,16.37,53,0.322,0
100,90,1404,29,3.63,28,0.196,0
100,83,1683,52,24.59,57,0.357,0
100,82,2553,46,47.42,48,0.447,0
100,81,1456,55,13.67,47,0.31,0
96.87279575,108.0205849,3835.870846,57.95498755,51.82305423,67.62182057,0.777335089,1
100,83,1495,32,5.59,20,0.231,0
100,86,1924,76,23.46,41,0.361,0
98,82,2302,76,35.65,55,0.384,0
96.12616221,109.6948107,3900.274508,50.47964817,52.60137314,32.46158422,0.879847506,1
100,83,1743,58,9.04,54,0.275,0
101,97,805,32,4.06,2,0.204,0
100,83,758,53,3.5,6,0.208,0
100,86,2229,54,32.75,65,0.376,0
100,84,2461,58,26.53,77,0.349,0
99,84,795,36,4.6,0,0.212,0
100,82,1438,45,3.84,48,0.208,0
100,83,1926,41,3.76,63,0.325,0
96.32490374,104.3608305,5446.047401,62.04814913,59.66946986,52.57100494,0.907548448,1
101,82,846,32,4.51,50,0.224,0
99,85,837,50,5.74,0,0.239,0
100,89,1708,50,4.06,49,0.314,0
97.48771274,104.7052497,5384.45534,51.28711594,53.52812868,40.16240038,0.663804089,1
100,90,1637,32,8.91,61,0.275,0
99,83,2053,27,27.29,42,0.349,0
100,83,2084,23,10.52,44,0.29,0
95.46147582,104.9305761,4679.537911,47.58455339,67.11960854,58.73155503,0.82835857,1
97.51942068,107.5560799,5052.491136,28.45008589,57.00079309,14.55907385,0.854009537,1
100,87,2062,66,19.97,35,0.333,0
97.21532112,106.366627,3835.410532,60.31605705,62.05197414,65.86895475,0.837533302,1
100,83,1543,45,11.07,46,0.302,0
101,77,812,32,4.25,56,0.208,0
100,88,805,32,4.11,0,0.2,0
100,84,1476,37,3.87,28,0.212,0
100,85,2019,20,23.19,56,0.345,0
100,87,793,34,4.07,0,0.204,0
100,91,1774,59,11.21,41,0.298,0
98,98,2304,32,17.11,33,0.322,0
100,83,1440,59,11.98,24,0.302,0
95.20956726,101.1482487,4269.487724,69.50938344,52.1192416,42.07777391,0.795709268,1
100,88,2031,101,35.11,54,0.737,0
95.47838601,107.1845594,3664.345677,21.15355042,64.45554372,67.89259931,0.748901205,1
100,89,1358,28,8.78,17,0.275,0
100,93,1670,53,4.23,40,0.298,0
95.83609435,100.3925654,4278.8181,65.39123269,64.60549326,13.07270023,0.714725664,1
100,87,771,33,4.45,0,0.208,0
100,97,816,31,36.56,0,0.2,0
101,79,1672,55,19.96,16,0.341,0
101,81,1552,22,4.15,31,0.212,0
95.70581491,101.1108457,3687.407479,41.24835853,68.36156587,41.00979448,0.652504373,1
100,83,1897,20,9.54,30,0.275,0
95.2192329,101.2887687,3605.834198,24.37226434,56.95183014,58.19721241,0.609547616,1
100,83,2137,33,3.77,64,0.31,0
100,94,791,33,3.99,0,0.2,0
100,84,1730,90,32.07,47,0.412,0
100,81,1902,74,25.76,41,0.357,0
97.89697243,108.1022919,5168.205464,54.34409133,59.85994769,46.12927092,0.616157936,1
100,83,2209,20,14.21,42,0.243,0
98,82,1560,20,9.72,31,0.29,0
96.85473405,100.2072901,4902.839244,28.36447656,62.9532608,12.3577513,0.844272575,1
100,83,2536,70,34,59,0.373,0
96.79460656,105.042494,4033.950346,67.61965314,53.78460042,50.2039506,0.604956246,1
96.39225518,102.5518531,5298.965909,65.80036727,51.75884908,15.67058746,0.62010723,1
100,83,786,36,4.6,0,0.208,0
100,81,1559,57,15.87,50,0.318,0
95.73916206,100.0409006,3680.575923,35.55049131,67.4218573,38.04456485,0.784837576,1
96.62544324,100.7185939,4542.664883,55.77160083,52.86884284,42.80349174,0.608783482,1
100,85,1837,67,15.69,69,0.314,0
100,86,3291,72,57.67,48,0.439,0
97.98307932,109.3477995,4128.120715,64.22861222,63.47209746,34.69246729,0.78398014,1
97.54470422,103.6898728,4521.822801,24.90809564,56.54054582,10.00182183,0.904948036,1
101,94,793,31,4.24,0,0.204,0
97.95938195,101.1601759,4031.012461,58.93703026,51.5897921,31.77663665,0.680775115,1
97.18441578,102.7925347,4194.911691,41.45212315,56.65981473,55.57995444,0.738272707,1
100,82,1831,74,8.52,58,0.275,0
96.85736218,103.1043549,4953.643054,56.57154743,55.10861402,47.30329808,0.927242244,1
98,94,805,32,4.03,0,0.2,0
100,85,812,34,4.19,0,0.204,0
100,83,2207,25,10.76,64,0.294,0
100,87,2273,78,32.4,41,0.373,0
99,82,1295,29,11.25,41,0.294,0
95.27145294,101.9909177,5289.913078,39.29036531,59.40124594,66.33686239,0.705975711,1
96.27197771,104.7637889,4238.760415,69.1985876,63.9796124,22.92479717,0.868931768,1
99,83,787,66,3.96,27,0.302,0
100,82,1295,44,9.97,19,0.286,0
100,90,1515,59,3.56,47,0.216,0
98,83,803,34,4.15,2,0.204,0
101,85,1788,59,17.59,42,0.325,0
97.42646308,103.8085351,3514.507436,29.78345489,54.5287527,60.76570407,0.874630024,1
96.84177396,100.227451,5076.005912,34.23482645,63.814884,19.5850835,0.908598506,1
95.97550736,100.7618,4187.64116,23.81683426,58.52245021,40.14072917,0.787061136,1
101,83,812,32,4.01,32,0.2,0
98,91,1267,24,12.1,15,0.294,0
100,84,1889,50,14.9,67,0.314,0
96.03681213,104.916301,4877.467463,35.73505577,59.87102469,55.75847224,0.619247706,1
100,84,1718,25,4.37,35,0.224,0
100,83,1022,57,9,22,0.282,0
99,83,2078,40,12.6,47,0.306,0
100,88,2900,44,7.76,38,0.259,0
96.53807669,105.8445724,5067.875671,52.33902642,54.49727459,34.11593352,0.693806335,1
100,91,1229,19,8.58,18,0.275,0
100,83,1627,63,11.25,34,0.298,0
97.06737778,108.3027867,5404.973449,20.09639573,69.71266365,19.44024692,0.609915358,1
100,86,1520,75,21.26,59,0.349,0
101,82,988,37,5.78,15,0.204,0
96.23640546,107.5371545,5027.83876,24.69981733,50.20903902,68.56638248,0.671652313,1
97.19550532,104.2273998,4202.774787,56.22467282,52.44411651,56.34583583,0.795211659,1
101,91,2728,18,7.99,55,0.267,0
95.84482858,106.007469,4618.109966,24.34613307,57.36187538,20.08508756,0.73269172,1
95.49982384,106.4248264,3589.430074,68.54834459,58.07416121,63.05411935,0.73573897,1
95.01422294,103.4822653,4205.479264,69.46847187,68.16709213,47.87384666,0.602163688,1
100,85,1994,18,5.32,55,0.231,0
95.44873193,106.8491295,4364.754757,67.01279485,64.39486239,26.01012991,0.734201065,1
96.0174307,106.6330614,3986.122061,23.07057053,68.28286436,65.41776223,0.674667963,1
96.56237149,106.4674628,5327.908685,25.3683372,57.37026104,53.6147397,0.795256361,1
95.2651506,109.1362484,3563.07278,53.4401048,53.41058175,62.39192368,0.751259763,1
99,94,2168,55,22.01,68,0.337,0
100,84,2411,23,15.05,46,0.267,0
95.17925719,101.7333365,3785.823701,51.78691729,61.37284015,33.09769893,0.610762974,1
97.88203714,101.4637294,4715.310582,25.1785616,60.45816237,13.4180055,0.621755705,1
100,82,1554,19,13.84,45,0.31,0
100,82,787,29,4.12,31,0.204,0
96.90649732,101.9246543,4035.473311,30.79711461,60.55111107,12.04831008,0.638480493,1
100,97,1803,37,4.86,41,0.227,0
98,85,1296,19,3.71,19,0.2,0
97.62130717,108.4343785,5163.573228,62.15556536,60.65664694,57.35385065,0.838699765,1
100,85,2343,21,15.68,31,0.318,0
100,84,2178,20,6,40,0.243,0
97.17288949,109.1129105,5039.818456,56.56944526,62.79473403,32.26198659,0.709832996,1
96.09176609,105.1838136,3644.175044,62.26239373,69.52360708,14.36220164,0.851975919,1
101,93,782,35,3.85,0,0.204,0
99,84,1538,51,13.07,48,0.306,0
100,91,1556,98,25.8,50,0.584,0
99,84,1920,36,10.12,38,0.29,0
99,100,1274,21,11.39,22,0.302,0
100,85,1503,19,11.51,47,0.302,0
100,87,2382,50,13.11,51,0.306,0
100,88,1974,40,13.64,61,0.306,0
95.92766299,108.6412447,5478.869611,36.52855322,56.67546058,69.48631046,0.71982592,1
96.55192529,107.71329,5405.257378,29.18808473,50.40274395,68.28973562,0.637784128,1
100,83,802,65,4.58,11,0.208,0
100,82,2197,70,35.23,47,0.388,0
100,92,798,36,4.83,11,0.22,0
100,83,2083,40,5.81,43,0.239,0
100,93,1769,51,14.04,55,0.31,0
97.17419615,104.8853841,4350.938271,28.32468541,55.13238165,30.44085756,0.752456446,1
95.65227476,102.4344224,3894.190598,54.36572256,64.02755074,66.48456505,0.749783449,1
96.48745804,106.4825429,5287.539967,43.88181155,61.83647598,12.8785493,0.805682041,1
99,84,771,36,3.88,8,0.2,0
99,84,1880,59,5.02,54,0.231,0
96.6422858,108.5225361,5264.719,20.99369005,68.33835901,37.62542719,0.835159762,1
100,82,1511,25,6.4,43,0.247,0
100,83,1703,35,13.49,42,0.302,0
100,83,1672,20,4.38,40,0.22,0
99,81,2555,29,21.69,77,0.337,0
100,92,789,36,4.58,0,0.212,0
98,87,899,34,3.76,17,0.204,0
95.8006992,104.3293546,5297.846356,41.83875148,62.54865891,48.43251728,0.868484551,1
100,84,1697,26,4.13,51,0.224,0
101,98,809,33,4,0,0.204,0
100,88,1718,19,13.56,64,0.306,0
100,82,1865,45,15.32,31,0.314,0
95.02948275,109.0443731,4381.782428,51.46677402,63.24236659,31.4179539,0.75690568,1
101,92,811,34,4.12,0,0.204,0
101,72,1295,45,10.18,47,0.286,0
96.34394526,101.2301877,5110.084712,23.9559366,57.91168233,49.10846617,0.6252155,1
100,83,1702,19,5.86,45,0.224,0
95.47023057,108.5068368,5264.09399,33.84633399,65.98113927,54.1460914,0.66769971,1
101,81,1951,46,18.95,17,0.329,0
95.62131476,107.7214979,4773.677697,67.75699061,69.37745002,62.37475301,0.625877074,1
99,97,805,36,4.7,0,0.216,0
100,90,797,34,4.43,0,0.208,0
101,83,896,66,9.15,17,0.298,0
100,83,2704,42,22.09,57,0.337,0
95.02872978,106.4203805,4064.009818,36.01798859,54.48268398,13.11845551,0.600331326,1
95.9672563,107.4336115,3990.124268,33.86561624,55.14852783,34.01534156,0.85896321,1
100,83,1719,65,10.76,56,0.29,0
100,82,1551,62,17.5,38,0.325,0
100,88,1187,28,3.55,19,0.184,0
97.98462885,101.3766392,4858.82647,59.83632553,68.88571889,18.90894206,0.8790044,1
100,81,1914,56,19.58,46,0.333,0
101,82,803,34,4.22,0,0.204,0
97.71593741,100.7827086,5269.314718,47.96318423,58.98191341,23.66712159,0.88543967,1
96.24481227,107.3083074,5233.091543,61.39855059,55.4321984,11.50382282,0.673417379,1
101,81,1614,74,22.31,55,0.349,0
95.54075703,107.3679273,5039.332846,20.69594551,59.96993348,12.08870594,0.770319026,1
100,82,1949,30,9.14,56,0.275,0
99,86,805,33,4.26,0,0.204,0
97.40527358,109.440952,5005.499908,66.30189186,65.64266148,66.33088421,0.741295382,1
95.63261287,104.941859,4220.504353,28.38418304,51.45169465,42.94269624,0.694901715,1
95.35376603,103.0273104,4351.38124,57.95873919,68.26054705,22.45451873,0.654020745,1
97.17228748,109.6469075,5028.590037,42.0691048,58.79134047,22.57901114,0.751088828,1
100,83,1780,41,3.29,61,0.275,0
101,83,795,35,4.16,53,0.2,0
100,83,3349,56,13.56,42,0.298,0
100,82,1914,31,9.23,56,0.255,0
96.06601391,100.0149637,3797.72665,47.49095058,68.99506306,53.39530082,0.695103081,1
101,81,797,34,4.04,20,0.204,0
97.57324995,100.4171543,3946.172935,45.21011047,68.83230141,48.38417245,0.750482304,1
98,84,1708,51,12.06,28,0.302,0
100,84,2331,48,9.22,48,0.271,0
95.86910432,107.5973321,5114.267881,49.12339378,57.80522922,37.5875792,0.931656527,1
97.95333911,108.3451046,3757.363135,39.16522165,65.22386704,54.45921966,0.637513937,1
101,82,1416,47,10.73,42,0.29,0
100,84,1737,38,11.56,63,0.298,0
96.03680142,103.9621301,3975.047095,56.24843361,66.2055154,32.39909961,0.695988707,1
100,85,1766,68,21.72,53,0.341,0
